Country|CountryCode|Province|Date|Confirmed|Deaths|Recovered|Active
Brazil|BR|Para|2021-02-20|353036|8163|331483|13390
Brazil|BR|Para|2021-02-21|354587|8266|333515|12806
Brazil|BR|Para|2021-02-22|355128|8278|334356|12494
Brazil|BR|Para|2021-02-23|355745|8322|334356|13067
Brazil|BR|Para|2021-02-24|357595|8353|335892|13350
Brazil|BR|Para|2021-02-25|359289|8383|337215|13691
Brazil|BR|Para|2021-02-26|360629|8435|338542|13652
Brazil|BR|Para|2021-02-27|362488|8519|338542|15427
Brazil|BR|Para|2021-02-28|363916|8577|341272|14067
Brazil|BR|Paraiba|2021-02-02|192598|4068|148856|39674
Brazil|BR|Paraiba|2021-02-03|193465|4082|149242|40141
Brazil|BR|Paraiba|2021-02-04|194519|4096|149242|41181
Brazil|BR|Paraiba|2021-02-05|195482|4110|149792|41580
Brazil|BR|Paraiba|2021-02-06|195482|4123|149792|41567
Brazil|BR|Paraiba|2021-02-07|195482|4123|149792|41567
Brazil|BR|Paraiba|2021-02-08|195482|4123|149792|41567
Brazil|BR|Paraiba|2021-02-09|198124|4146|151879|42099
Brazil|BR|Paraiba|2021-02-10|199706|4171|151879|43656
Brazil|BR|Paraiba|2021-02-11|200846|4182|153622|43042
Brazil|BR|Paraiba|2021-02-12|201976|4198|153622|44156
Brazil|BR|Paraiba|2021-02-13|203113|4213|154210|44690
Brazil|BR|Paraiba|2021-02-14|203943|4230|154749|44964
Brazil|BR|Paraiba|2021-02-15|204584|4242|154858|45484
Brazil|BR|Paraiba|2021-02-16|205579|4255|154858|46466
Brazil|BR|Paraiba|2021-02-17|206397|4272|155205|46920
Brazil|BR|Paraiba|2021-02-18|207411|4288|155593|47530
Brazil|BR|Paraiba|2021-02-19|208742|4306|155593|48843
Brazil|BR|Paraiba|2021-02-20|209933|4328|155907|49698
Brazil|BR|Paraiba|2021-02-21|211282|4344|156373|50565
Brazil|BR|Paraiba|2021-02-22|212286|4356|156373|51557
Brazil|BR|Paraiba|2021-02-23|213227|4379|156373|52475
Brazil|BR|Paraiba|2021-02-24|214207|4404|157099|52704
Brazil|BR|Paraiba|2021-02-25|215527|4420|157099|54008
Brazil|BR|Paraiba|2021-02-26|217121|4433|157329|55359
Brazil|BR|Paraiba|2021-02-27|218307|4451|157329|56527
Brazil|BR|Paraiba|2021-02-28|219723|4471|157849|57403
Brazil|BR|Parana|2021-02-02|551985|10048|400376|141561
Brazil|BR|Parana|2021-02-03|556304|10141|406373|139790
Brazil|BR|Parana|2021-02-04|558770|10190|406373|142207
Brazil|BR|Parana|2021-02-05|562057|10248|414071|137738
Brazil|BR|Parana|2021-02-06|564903|10317|416060|138526
Brazil|BR|Parana|2021-02-07|564903|10317|416060|138526
Brazil|BR|Parana|2021-02-08|564903|10317|416060|138526
Brazil|BR|Parana|2021-02-09|569911|10388|416060|143463
Brazil|BR|Parana|2021-02-10|575284|10548|419524|145212
Brazil|BR|Parana|2021-02-11|577734|10570|419524|147640
Brazil|BR|Parana|2021-02-12|581195|10614|419524|151057
Brazil|BR|Parana|2021-02-13|583786|10661|427487|145638
Brazil|BR|Parana|2021-02-14|586944|10728|431303|144913
Brazil|BR|Parana|2021-02-15|588088|10738|431303|146047
Brazil|BR|Parana|2021-02-16|589494|10765|431787|146942
Brazil|BR|Parana|2021-02-17|597494|10842|431787|154865
Brazil|BR|Parana|2021-02-18|601554|10902|441411|149241
Brazil|BR|Parana|2021-02-19|604594|10992|441411|152191
Brazil|BR|Parana|2021-02-20|608226|11061|445050|152115
Brazil|BR|Parana|2021-02-21|612084|11120|449980|150984
Brazil|BR|Parana|2021-02-22|615066|11142|450509|153415
Brazil|BR|Parana|2021-02-23|617165|11156|450509|155500
Brazil|BR|Parana|2021-02-24|623440|11293|454179|157968
Brazil|BR|Parana|2021-02-25|627907|11358|457795|158754
Brazil|BR|Parana|2021-02-26|633553|11467|457795|164291
Brazil|BR|Parana|2021-02-27|638096|11539|457795|168762
Brazil|BR|Parana|2021-02-28|643344|11635|463796|167913
Brazil|BR|Pernambuco|2021-02-02|261745|10364|221666|29715
Brazil|BR|Pernambuco|2021-02-03|263722|10387|224393|28942
Brazil|BR|Pernambuco|2021-02-04|265349|10399|224393|30557
Brazil|BR|Pernambuco|2021-02-05|266999|10430|226973|29596
Brazil|BR|Pernambuco|2021-02-06|268486|10452|226973|31061
Brazil|BR|Pernambuco|2021-02-07|268486|10452|226973|31061
Brazil|BR|Pernambuco|2021-02-08|268486|10452|226973|31061
Brazil|BR|Pernambuco|2021-02-09|270801|10494|226973|33334
Brazil|BR|Pernambuco|2021-02-10|273278|10546|233504|29228
Brazil|BR|Pernambuco|2021-02-11|274809|10577|233504|30728
Brazil|BR|Pernambuco|2021-02-12|276452|10597|233504|32351
Brazil|BR|Pernambuco|2021-02-13|277832|10621|237018|30193
Brazil|BR|Pernambuco|2021-02-14|279637|10644|237018|31975
Brazil|BR|Pernambuco|2021-02-15|280528|10662|240595|29271
Brazil|BR|Pernambuco|2021-02-16|281331|10677|240595|30059
Brazil|BR|Pernambuco|2021-02-17|282913|10711|240595|31607
Brazil|BR|Pernambuco|2021-02-18|284840|10744|243347|30749
Brazil|BR|Pernambuco|2021-02-19|287066|10780|247456|28830
Brazil|BR|Pernambuco|2021-02-20|288424|10804|248691|28929
Brazil|BR|Pernambuco|2021-02-21|289556|10839|249822|28895
Brazil|BR|Pernambuco|2021-02-22|290500|10849|249822|29829
Brazil|BR|Pernambuco|2021-02-23|291189|10863|249822|30504
Brazil|BR|Pernambuco|2021-02-24|292913|10887|249822|32204
Brazil|BR|Pernambuco|2021-02-25|294479|10911|252799|30769
Brazil|BR|Pernambuco|2021-02-26|295681|10926|253742|31013
Brazil|BR|Pernambuco|2021-02-27|297404|10945|254810|31649
Brazil|BR|Pernambuco|2021-02-28|298859|10974|254810|33075
Brazil|BR|Piaui|2021-02-02|159290|3065|155732|493
Brazil|BR|Piaui|2021-02-03|159741|3072|156186|483
Brazil|BR|Piaui|2021-02-04|160252|3087|156186|979
Brazil|BR|Piaui|2021-02-05|160948|3092|157384|472
Brazil|BR|Piaui|2021-02-06|161336|3112|157757|467
Brazil|BR|Piaui|2021-02-07|161336|3112|158549|0
Brazil|BR|Piaui|2021-02-08|161336|3112|158549|0
Brazil|BR|Piaui|2021-02-09|162405|3127|159026|252
Brazil|BR|Piaui|2021-02-10|163087|3139|159842|106
Brazil|BR|Piaui|2021-02-11|163497|3149|159842|506
Brazil|BR|Piaui|2021-02-12|164162|3156|159842|1164
Brazil|BR|Piaui|2021-02-13|164858|3166|161177|515
Brazil|BR|Piaui|2021-02-14|165319|3175|161631|513
Brazil|BR|Piaui|2021-02-15|165857|3182|162169|506
Brazil|BR|Piaui|2021-02-16|166098|3190|162169|739
Brazil|BR|Piaui|2021-02-17|166589|3201|162868|520
Brazil|BR|Piaui|2021-02-18|167102|3210|163330|562
Brazil|BR|Piaui|2021-02-19|167624|3222|163850|552
Brazil|BR|Piaui|2021-02-20|168403|3232|164616|555
Brazil|BR|Piaui|2021-02-21|169186|3238|165377|571
Brazil|BR|Piaui|2021-02-22|169465|3242|165610|613
Brazil|BR|Piaui|2021-02-23|169722|3249|165865|608
Brazil|BR|Piaui|2021-02-24|170355|3260|166485|610
Brazil|BR|Piaui|2021-02-25|171032|3274|167120|638
Brazil|BR|Piaui|2021-02-26|171668|3289|167754|625
Brazil|BR|Piaui|2021-02-27|172525|3305|167754|1466
Brazil|BR|Piaui|2021-02-28|173290|3326|169318|646
Brazil|BR|Rio Grande do Norte|2021-02-02|140704|3288|98586|38830
Brazil|BR|Rio Grande do Norte|2021-02-03|141251|3300|98586|39365
Brazil|BR|Rio Grande do Norte|2021-02-04|141663|3312|98586|39765
Brazil|BR|Rio Grande do Norte|2021-02-05|142465|3320|98586|40559
Brazil|BR|Rio Grande do Norte|2021-02-06|142465|3320|98586|40559
Brazil|BR|Rio Grande do Norte|2021-02-07|142465|3320|98586|40559
Brazil|BR|Rio Grande do Norte|2021-02-08|142465|3320|98586|40559
Brazil|BR|Rio Grande do Norte|2021-02-09|144780|3334|98586|42860
Brazil|BR|Rio Grande do Norte|2021-02-10|145729|3365|104832|37532
Brazil|BR|Rio Grande do Norte|2021-02-11|146686|3373|104832|38481
Brazil|BR|Rio Grande do Norte|2021-02-12|147631|3381|104832|39418
Brazil|BR|Rio Grande do Norte|2021-02-13|148199|3392|104832|39975
Brazil|BR|Rio Grande do Norte|2021-02-14|148199|3392|108220|36587
Brazil|BR|Rio Grande do Norte|2021-02-15|148598|3404|108220|36974
Brazil|BR|Rio Grande do Norte|2021-02-16|156939|3413|108220|45306
Brazil|BR|Rio Grande do Norte|2021-02-17|157150|3416|108220|45514
Brazil|BR|Rio Grande do Norte|2021-02-18|157422|3424|108220|45778
Brazil|BR|Rio Grande do Norte|2021-02-19|157800|3437|108220|46143
Brazil|BR|Rio Grande do Norte|2021-02-20|159072|3448|108220|47404
Brazil|BR|Rio Grande do Norte|2021-02-21|159821|3472|118035|38314
Brazil|BR|Rio Grande do Norte|2021-02-22|160671|3487|118035|39149
Brazil|BR|Rio Grande do Norte|2021-02-23|160752|3498|118035|39219
Brazil|BR|Rio Grande do Norte|2021-02-24|161279|3520|118035|39724
Brazil|BR|Rio Grande do Norte|2021-02-25|162235|3539|118035|40661
Brazil|BR|Rio Grande do Norte|2021-02-26|163515|3553|118035|41927
Brazil|BR|Rio Grande do Norte|2021-02-27|165050|3562|118035|43453
Brazil|BR|Rio Grande do Norte|2021-02-28|165344|3578|123331|38435
Brazil|BR|Rio Grande do Sul|2021-02-02|548062|10715|525131|12216
Brazil|BR|Rio Grande do Sul|2021-02-03|551317|10778|528844|11695
Brazil|BR|Rio Grande do Sul|2021-02-04|554353|10826|531657|11870
Brazil|BR|Rio Grande do Sul|2021-02-05|557125|10881|534380|11864
Brazil|BR|Rio Grande do Sul|2021-02-06|560540|10929|537320|12291
Brazil|BR|Rio Grande do Sul|2021-02-07|560540|10929|537320|12291
Brazil|BR|Rio Grande do Sul|2021-02-08|560540|10929|541779|7832
Brazil|BR|Rio Grande do Sul|2021-02-09|564216|10995|543492|9729
Brazil|BR|Rio Grande do Sul|2021-02-10|568416|11115|546342|10959
Brazil|BR|Rio Grande do Sul|2021-02-11|574012|11169|549437|13406
Brazil|BR|Rio Grande do Sul|2021-02-12|577345|11244|549437|16664
Brazil|BR|Rio Grande do Sul|2021-02-13|580518|11300|553624|15594
Brazil|BR|Rio Grande do Sul|2021-02-14|584024|11355|557341|15328
Brazil|BR|Rio Grande do Sul|2021-02-15|585346|11379|559001|14966
Brazil|BR|Rio Grande do Sul|2021-02-16|586315|11387|560483|14445
Brazil|BR|Rio Grande do Sul|2021-02-17|588212|11407|560483|16322
Brazil|BR|Rio Grande do Sul|2021-02-18|590134|11479|564512|14143
Brazil|BR|Rio Grande do Sul|2021-02-19|594259|11609|567156|15494
Brazil|BR|Rio Grande do Sul|2021-02-20|598456|11666|568924|17866
Brazil|BR|Rio Grande do Sul|2021-02-21|602668|11753|573167|17748
Brazil|BR|Rio Grande do Sul|2021-02-22|604385|11771|575190|17424
Brazil|BR|Rio Grande do Sul|2021-02-23|606414|11820|576991|17603
Brazil|BR|Rio Grande do Sul|2021-02-24|612191|11932|580427|19832
Brazil|BR|Rio Grande do Sul|2021-02-25|619385|12029|582359|24997
Brazil|BR|Rio Grande do Sul|2021-02-26|624831|12149|586716|25966
Brazil|BR|Rio Grande do Sul|2021-02-27|632019|12226|587743|32050
Brazil|BR|Rio Grande do Sul|2021-02-28|638996|12343|595442|31211
Brazil|BR|Rio de Janeiro|2021-02-02|522998|29848|488340|4810
Brazil|BR|Rio de Janeiro|2021-02-03|526276|30004|491421|4851
Brazil|BR|Rio de Janeiro|2021-02-04|529525|30172|494463|4890
Brazil|BR|Rio de Janeiro|2021-02-05|532377|30354|497239|4784
Brazil|BR|Rio de Janeiro|2021-02-06|535134|30545|499782|4807
Brazil|BR|Rio de Janeiro|2021-02-07|535134|30545|499782|4807
Brazil|BR|Rio de Janeiro|2021-02-08|535134|30545|499782|4807
Brazil|BR|Rio de Janeiro|2021-02-09|537986|30597|499782|7607
Brazil|BR|Rio de Janeiro|2021-02-10|541096|30792|506628|3676
Brazil|BR|Rio de Janeiro|2021-02-11|547081|30950|511816|4315
Brazil|BR|Rio de Janeiro|2021-02-12|549114|31134|511816|6164
Brazil|BR|Rio de Janeiro|2021-02-13|551882|31283|513870|6729
Brazil|BR|Rio de Janeiro|2021-02-14|554040|31383|518643|4014
Brazil|BR|Rio de Janeiro|2021-02-15|554835|31487|519564|3784
Brazil|BR|Rio de Janeiro|2021-02-16|555541|31512|519564|4465
Brazil|BR|Rio de Janeiro|2021-02-17|563926|31630|529210|3086
Brazil|BR|Rio de Janeiro|2021-02-18|564513|31701|530071|2741
Brazil|BR|Rio de Janeiro|2021-02-19|566928|31882|530071|4975
Brazil|BR|Rio de Janeiro|2021-02-20|569184|32045|532138|5001
Brazil|BR|Rio de Janeiro|2021-02-21|571434|32167|535888|3379
Brazil|BR|Rio de Janeiro|2021-02-22|572007|32173|536670|3164
Brazil|BR|Rio de Janeiro|2021-02-23|572866|32256|536670|3940
Brazil|BR|Rio de Janeiro|2021-02-24|573275|32403|538126|2746
Brazil|BR|Rio de Janeiro|2021-02-25|577183|32574|538126|6483
Brazil|BR|Rio de Janeiro|2021-02-26|579118|32771|540979|5368
Brazil|BR|Rio de Janeiro|2021-02-27|579542|32909|542702|3931
Brazil|BR|Rio de Janeiro|2021-02-28|582164|33035|544854|4275
Brazil|BR|Rondonia|2021-02-02|125612|2259|102860|20493
Brazil|BR|Rondonia|2021-02-03|126766|2281|104429|20056
Brazil|BR|Rondonia|2021-02-04|127713|2293|104429|20991
Brazil|BR|Rondonia|2021-02-05|128743|2314|108793|17636
Brazil|BR|Rondonia|2021-02-06|129902|2326|108793|18783
Brazil|BR|Rondonia|2021-02-07|129902|2326|108793|18783
Brazil|BR|Rondonia|2021-02-08|129902|2326|108793|18783
Brazil|BR|Rondonia|2021-02-09|131172|2346|108793|20033
Brazil|BR|Rondonia|2021-02-10|133113|2391|111559|19163
Brazil|BR|Rondonia|2021-02-11|133983|2433|111559|19991
Brazil|BR|Rondonia|2021-02-12|134697|2455|111559|20683
Brazil|BR|Rondonia|2021-02-13|135535|2482|115231|17822
Brazil|BR|Rondonia|2021-02-14|135784|2484|115231|18069
Brazil|BR|Rondonia|2021-02-15|136603|2509|116261|17833
Brazil|BR|Rondonia|2021-02-16|137384|2533|116261|18590
Brazil|BR|Rondonia|2021-02-17|138133|2561|116261|19311
Brazil|BR|Rondonia|2021-02-18|139250|2586|118333|18331
Brazil|BR|Rondonia|2021-02-19|140205|2623|118333|19249
Brazil|BR|Rondonia|2021-02-20|141212|2667|118333|20212
Brazil|BR|Rondonia|2021-02-21|141709|2685|120509|18515
Brazil|BR|Rondonia|2021-02-22|142222|2690|120509|19023
Brazil|BR|Rondonia|2021-02-23|143085|2721|120509|19855
Brazil|BR|Rondonia|2021-02-24|144184|2745|120509|20930
Brazil|BR|Rondonia|2021-02-25|145427|2787|126006|16634
Brazil|BR|Rondonia|2021-02-26|146426|2801|127415|16210
Brazil|BR|Rondonia|2021-02-27|147377|2817|127415|17145
Brazil|BR|Rondonia|2021-02-28|147999|2832|127415|17752
Brazil|BR|Roraima|2021-02-02|74264|856|69523|3885
Brazil|BR|Roraima|2021-02-03|74367|857|69826|3684
Brazil|BR|Roraima|2021-02-04|74705|871|69826|4008
Brazil|BR|Roraima|2021-02-05|74960|880|69826|4254
Brazil|BR|Roraima|2021-02-06|75288|886|69826|4576
Brazil|BR|Roraima|2021-02-07|75288|886|70893|3509
Brazil|BR|Roraima|2021-02-08|75288|886|70893|3509
Brazil|BR|Roraima|2021-02-09|75712|896|70893|3923
Brazil|BR|Roraima|2021-02-10|76043|896|71358|3789
Brazil|BR|Roraima|2021-02-11|76327|924|71358|4045
Brazil|BR|Roraima|2021-02-12|76636|937|71375|4324
Brazil|BR|Roraima|2021-02-13|76973|962|71375|4636
Brazil|BR|Roraima|2021-02-14|77201|976|72476|3749
Brazil|BR|Roraima|2021-02-15|77460|976|72476|4008
Brazil|BR|Roraima|2021-02-16|77531|976|74276|2279
Brazil|BR|Roraima|2021-02-17|77697|995|74276|2426
Brazil|BR|Roraima|2021-02-18|78068|995|74276|2797
Brazil|BR|Roraima|2021-02-19|78394|1024|74276|3094
Brazil|BR|Roraima|2021-02-20|78822|1028|74276|3518
Brazil|BR|Roraima|2021-02-21|79444|1037|74301|4106
Brazil|BR|Roraima|2021-02-22|79606|1037|74301|4268
Brazil|BR|Roraima|2021-02-23|79818|1037|74301|4480
Brazil|BR|Roraima|2021-02-24|80097|1061|74830|4206
Brazil|BR|Roraima|2021-02-25|80472|1074|74830|4568
Brazil|BR|Roraima|2021-02-26|80923|1083|74830|5010
Brazil|BR|Roraima|2021-02-27|81281|1092|74830|5359
Brazil|BR|Roraima|2021-02-28|81776|1100|76102|4574
Brazil|BR|Santa Catarina|2021-02-02|578550|6363|553342|18845
Brazil|BR|Santa Catarina|2021-02-03|581352|6416|559697|15239
Brazil|BR|Santa Catarina|2021-02-04|584537|6445|562226|15866
Brazil|BR|Santa Catarina|2021-02-05|587428|6466|562226|18736
Brazil|BR|Santa Catarina|2021-02-06|590449|6490|567005|16954
Brazil|BR|Santa Catarina|2021-02-07|590449|6490|567005|16954
Brazil|BR|Santa Catarina|2021-02-08|590449|6490|569033|14926
Brazil|BR|Santa Catarina|2021-02-09|594747|6524|569033|19190
Brazil|BR|Santa Catarina|2021-02-10|598737|6601|572960|19176
Brazil|BR|Santa Catarina|2021-02-11|601833|6626|572960|22247
Brazil|BR|Santa Catarina|2021-02-12|605183|6650|577675|20858
Brazil|BR|Santa Catarina|2021-02-13|608544|6686|580228|21630
Brazil|BR|Santa Catarina|2021-02-14|611299|6716|583085|21498
Brazil|BR|Santa Catarina|2021-02-15|613164|6727|584901|21536
Brazil|BR|Santa Catarina|2021-02-16|615441|6746|586634|22061
Brazil|BR|Santa Catarina|2021-02-17|619198|6778|589504|22916
Brazil|BR|Santa Catarina|2021-02-18|622727|6804|591957|23966
Brazil|BR|Santa Catarina|2021-02-19|627386|6844|594250|26292
Brazil|BR|Santa Catarina|2021-02-20|631868|6891|596997|27980
Brazil|BR|Santa Catarina|2021-02-21|636445|6929|603008|26508
Brazil|BR|Santa Catarina|2021-02-22|638984|6961|603008|29015
Brazil|BR|Santa Catarina|2021-02-23|641840|6988|603008|31844
Brazil|BR|Santa Catarina|2021-02-24|648017|7044|603008|37965
Brazil|BR|Santa Catarina|2021-02-25|652895|7114|611484|34297
Brazil|BR|Santa Catarina|2021-02-26|657649|7165|615011|35473
Brazil|BR|Santa Catarina|2021-02-27|663699|7242|618625|37832
Brazil|BR|Santa Catarina|2021-02-28|668811|7314|622993|38504
Brazil|BR|Sao Paulo|2021-02-02|1779722|53090|1537739|188893
Brazil|BR|Sao Paulo|2021-02-03|1794019|53455|1537739|202825
Brazil|BR|Sao Paulo|2021-02-04|1807009|53704|1565915|187390
Brazil|BR|Sao Paulo|2021-02-05|1820941|53997|1571342|195602
Brazil|BR|Sao Paulo|2021-02-06|1833163|54324|1573945|204894
Brazil|BR|Sao Paulo|2021-02-07|1833163|54324|1589680|189159
Brazil|BR|Sao Paulo|2021-02-08|1833163|54324|1604022|174817
Brazil|BR|Sao Paulo|2021-02-09|1849334|54614|1604022|190698
Brazil|BR|Sao Paulo|2021-02-10|1864977|55087|1624672|185218
Brazil|BR|Sao Paulo|2021-02-11|1878802|55419|1638936|184447
Brazil|BR|Sao Paulo|2021-02-12|1889969|55742|1638936|195291
Brazil|BR|Sao Paulo|2021-02-13|1901574|55971|1643685|201918
Brazil|BR|Sao Paulo|2021-02-14|1911411|56191|1646323|208897
Brazil|BR|Sao Paulo|2021-02-15|1913598|56266|1646323|211009
Brazil|BR|Sao Paulo|2021-02-16|1915914|56304|1689766|169844
Brazil|BR|Sao Paulo|2021-02-17|1927410|56702|1689766|180942
Brazil|BR|Sao Paulo|2021-02-18|1938712|56960|1716064|165688
Brazil|BR|Sao Paulo|2021-02-19|1949459|57240|1720128|172091
Brazil|BR|Sao Paulo|2021-02-20|1960564|57499|1722223|180842
Brazil|BR|Sao Paulo|2021-02-21|1971423|57743|1736276|177404
Brazil|BR|Sao Paulo|2021-02-22|1975927|57799|1749210|168918
Brazil|BR|Sao Paulo|2021-02-23|1978477|57842|1749210|171425
Brazil|BR|Sao Paulo|2021-02-24|1990554|58199|1763099|169256
Brazil|BR|Sao Paulo|2021-02-25|2002640|58528|1786558|157554
Brazil|BR|Sao Paulo|2021-02-26|2014529|58873|1786558|169098
Brazil|BR|Sao Paulo|2021-02-27|2026125|59129|1792647|174349
Brazil|BR|Sao Paulo|2021-02-28|2037267|59428|1805549|172290
Brazil|BR|Sergipe|2021-02-02|138187|2786|121751|13650
Brazil|BR|Sergipe|2021-02-03|138611|2794|122806|13011
Brazil|BR|Sergipe|2021-02-04|139223|2801|123220|13202
Brazil|BR|Sergipe|2021-02-05|139611|2809|123444|13358
Brazil|BR|Sergipe|2021-02-06|140005|2818|123868|13319
Brazil|BR|Sergipe|2021-02-07|140005|2818|123868|13319
Brazil|BR|Sergipe|2021-02-08|140005|2818|123868|13319
Brazil|BR|Sergipe|2021-02-09|140623|2827|123868|13928
Brazil|BR|Sergipe|2021-02-10|142073|2842|130782|8449
Brazil|BR|Sergipe|2021-02-11|142901|2849|130782|9270
Brazil|BR|Sergipe|2021-02-12|143400|2855|130782|9763
Brazil|BR|Sergipe|2021-02-13|143837|2861|134274|6702
Brazil|BR|Sergipe|2021-02-14|144493|2869|134583|7041
Brazil|BR|Sergipe|2021-02-15|145029|2876|134583|7570
Brazil|BR|Sergipe|2021-02-16|145677|2881|134583|8213
Brazil|BR|Sergipe|2021-02-17|146094|2886|135603|7605
Brazil|BR|Sergipe|2021-02-18|146558|2893|135858|7807
Brazil|BR|Sergipe|2021-02-19|146837|2896|135858|8083
Brazil|BR|Sergipe|2021-02-20|147266|2901|135858|8507
Brazil|BR|Sergipe|2021-02-21|147599|2906|137264|7429
Brazil|BR|Sergipe|2021-02-22|148026|2909|137264|7853
Brazil|BR|Sergipe|2021-02-23|148372|2914|137264|8194
Brazil|BR|Sergipe|2021-02-24|148627|2921|138176|7530
Brazil|BR|Sergipe|2021-02-25|149077|2930|138751|7396
Brazil|BR|Sergipe|2021-02-26|149637|2940|138751|7946
Brazil|BR|Sergipe|2021-02-27|150042|2947|138751|8344
Brazil|BR|Sergipe|2021-02-28|150533|2955|141391|6187
Brazil|BR|Tocantins|2021-02-02|102348|1386|90678|10284
Brazil|BR|Tocantins|2021-02-03|102790|1391|90933|10466
Brazil|BR|Tocantins|2021-02-04|103215|1397|91272|10546
Brazil|BR|Tocantins|2021-02-05|103616|1402|91516|10698
Brazil|BR|Tocantins|2021-02-06|103950|1407|91835|10708
Brazil|BR|Tocantins|2021-02-07|103950|1407|91835|10708
Brazil|BR|Tocantins|2021-02-08|103950|1407|95278|7265
Brazil|BR|Tocantins|2021-02-09|104592|1419|95278|7895
Brazil|BR|Tocantins|2021-02-10|105184|1430|95751|8003
Brazil|BR|Tocantins|2021-02-11|105577|1437|96351|7789
Brazil|BR|Tocantins|2021-02-12|105998|1444|96351|8203
Brazil|BR|Tocantins|2021-02-13|106495|1447|97299|7749
Brazil|BR|Tocantins|2021-02-14|106974|1451|97560|7963
Brazil|BR|Tocantins|2021-02-15|107163|1455|97693|8015
Brazil|BR|Tocantins|2021-02-16|107240|1457|97794|7989
Brazil|BR|Tocantins|2021-02-17|107560|1458|97794|8308
Brazil|BR|Tocantins|2021-02-18|107832|1461|98306|8065
Brazil|BR|Tocantins|2021-02-19|108397|1464|98580|8353
Brazil|BR|Tocantins|2021-02-20|108896|1470|98580|8846
Brazil|BR|Tocantins|2021-02-21|109518|1476|99609|8433
Brazil|BR|Tocantins|2021-02-22|109841|1481|99777|8583
Brazil|BR|Tocantins|2021-02-23|110077|1485|99936|8656
Brazil|BR|Tocantins|2021-02-24|110761|1490|100226|9045
Brazil|BR|Tocantins|2021-02-25|111370|1496|100431|9443
Brazil|BR|Tocantins|2021-02-26|112054|1503|100763|9788
Brazil|BR|Tocantins|2021-02-27|112823|1509|100763|10551
Brazil|BR|Tocantins|2021-02-28|113594|1517|101353|10724
